BANDEIRA;TIPO_VENDA;TIPO_VENDA_AJUSTADA;ANO_FABRICACAO;ANO_MODELO;COMBUSTIVEL;COMBUSTIVEL_AGREGADO;FAMILY;MODELO_VERSAO;RENAVAN;PRODUCT SEGMENT NEOCOM;Ano;Mes;TIV;Nome AOP;Município
FABRICAÇÃO PRÓPRIA;VAREJO;VAREJO;1959;1959;GASOLINA;FLEX/ÁLCOOL/GASOLINA;;I/FACEL VEGA;100014;;2026;maio;1;São Paulo;São Paulo
GM;VAREJO;VAREJO;1982;1982;GASOLINA;FLEX/ÁLCOOL/GASOLINA;CORVETTE;I/CHEVROLET CORVETTE;100028;OUTROS;2026;maio;1;Londrina;Ibaiti
GM;VAREJO;VAREJO;1994;1994;GASOLINA;FLEX/ÁLCOOL/GASOLINA;CORVETTE;I/CHEVROLET CORVETTE CON;100052;OUTROS;2026;maio;1;São Paulo;Osasco
ALFA ROMEO;VAREJO;VAREJO;1993;1994;GASOLINA;FLEX/ÁLCOOL/GASOLINA;SPIDER CONVERSIVEL;I/ALFA ROMEO SPIDER CONV;100086;OUTROS;2026;maio;1;São Paulo;São Paulo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Bauru;Borebi
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Brasília;Brasília
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Campinas;Campinas
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Campo Mourão;Goioerê
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;2;Cascavel;Vera Cruz do Oeste
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Caxias do Sul;Flores da Cunha
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Caxias do Sul;Nova Prata
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Curitiba;Paranaguá
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Feira de Santana;Feira de Santana
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Fortaleza;Quixadá
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Goiânia;Pires do Rio
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;2;Guarulhos;Guarulhos
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Joinville;Joinville
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Londrina;Londrina
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Manaus;Manaus
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Marília;Quintana
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Maringá;Maringá
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Niterói;Niterói
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Patos de Minas;Carmo do Paranaíba
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Ponta Grossa;Castro
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Ponta Grossa;Telêmaco Borba
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Porto Velho;Porto Velho
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Presidente Prudente;Tarabai
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Ribeirão Preto;Ribeirão Preto
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Santa Cruz do Sul;Arvorezinha
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Santa Cruz do Sul;Rio Pardo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;São Paulo;Osasco
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Criciúma;Tubarão
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Curitiba;Matinhos
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Joinville;São Bento do Sul
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;ONIX;CHEV/ONIX 10TAT RS;100102;CAR B HATCH;2026;maio;1;Sete Lagoas;Sete Lagoas
PORSCHE;VAREJO;VAREJO;2026;2026;GASOLINA/ELÉTRICO;HÍBRIDO;PANAMERA;I/PORSCHE PANAMERA 4SEHY;100114;CAR D HATCH;2026;maio;1;São Paulo;Diadema
MERCEDES-BENZ;DIRETA;DIRETA;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Belém;Belém
MERCEDES-BENZ;DIRETA;DIRETA;2026;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Rio de Janeiro;Rio de Janeiro
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Campinas;Vinhedo
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Campo Mourão;Ubiratã
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Cascavel;Cascavel
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Goiânia;Goiânia
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Joinville;Joinville
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Passo Fundo;Passo Fundo
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Ponta Grossa;Ponta Grossa
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Recife;Recife
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;Rio Verde;Rio Verde
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;São José do Rio Preto;Bálsamo
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;2;São Paulo;São Paulo
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;1;São Paulo;Vargem Grande Paulista
MERCEDES-BENZ;VAREJO;VAREJO;2025;2026;GASOLINA/ELÉTRICO;HÍBRIDO;C 200;I/M.BENZ C200 AMG LINE;100167;OUTROS;2026;maio;2;Uberlândia;Uberlândia
GM;DIRETA;DIRETA;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Natal;Natal
GM;DIRETA;DIRETA;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;58;São Paulo;São Caetano do Sul
GM;DIRETA;DIRETA;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Vitória;Vitória
GM;DIRETA;DIRETA;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ijuí;São Luiz Gonzaga
GM;DIRETA;DIRETA;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ribeirão Preto;Pradópolis
GM;DIRETA;DIRETA;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São Paulo;São Bernardo do Campo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Belo Horizonte;Belo Horizonte
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Belo Horizonte;Ouro Preto
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Brasília;Brasília
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Cachoeiro de Itapemirim;Irupi
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Campinas;Campinas
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Campos dos Goytacazes;Campos dos Goytacazes
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ceres;São Miguel do Araguaia
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Florianópolis;Florianópolis
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Florianópolis;Tijucas
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Fortaleza;Fortaleza
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Guarapuava;Guarapuava
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ijuí;Ajuricaba
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ipatinga;Acaiaca
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ipatinga;Coronel Fabriciano
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ipatinga;Ipatinga
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Itapetininga;Itapetininga
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Itu;Tatuí
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Joinville;Joinville
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Londrina;Londrina
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Manaus;Manaus
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Mogi das Cruzes;Ferraz de Vasconcelos
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Mogi Mirim;Mogi Mirim
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Mossoró;Rodolfo Fernandes
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Novo Hamburgo;Novo Hamburgo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Novo Hamburgo;São Leopoldo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Pelotas;Camaquã
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Ponta Grossa;Arapoti
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Porto Alegre;Porto Alegre
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Presidente Prudente;Presidente Prudente
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Recife;Recife
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Rio de Janeiro;Duque de Caxias
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Rondonópolis;Água Boa
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Salvador;Salvador
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Santos;Guarujá
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Santos;Itanhaém
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Santos;Santos
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São José dos Campos;Aparecida
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São José dos Campos;Jacareí
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São José dos Campos;São José dos Campos
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São José dos Campos;Ubatuba
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;São Paulo;Cajamar
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;São Paulo;Mauá
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São Paulo;Osasco
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;7;São Paulo;Santo André
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;São Paulo;São Bernardo do Campo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;4;São Paulo;São Caetano do Sul
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;10;São Paulo;São Paulo
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;São Paulo;Taboão da Serra
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Sete Lagoas;Sete Lagoas
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Varginha;Pouso Alto
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Vitória;Guarapari
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Vitória;Vitória
GM;VAREJO;VAREJO;2025;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Votuporanga;Nhandeara
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;6;Belo Horizonte;Belo Horizonte
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Belo Horizonte;Itabira
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Belo Horizonte;Santa Luzia
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Blumenau;Indaial
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;2;Brasília;Brasília
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Campinas;Americana
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Campo Mourão;Ubiratã
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Caxias do Sul;Bento Gonçalves
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Caxias do Sul;Canela
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Caxias do Sul;São Marcos
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Florianópolis;Florianópolis
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Florianópolis;Palhoça
GM;VAREJO;VAREJO;2026;2026;ÁLCOOL/GASOLINA;FLEX/ÁLCOOL/GASOLINA;TRACKER;I/CHEV TRACKER 12T A PR;100194;SUV B;2026;maio;1;Florianópolis;São José
